timestamp,concentration,relaxation,fatigue,artifact
1775759819.380637,0.4675464928429824,0.8257929753910856,0.4815745775683702,0
1775759819.881095,0.6091139705906483,0.823168474226337,0.44526176473283724,0
1775759820.3823843,0.6124714462322578,0.9204374895801068,0.4315454028457437,0
1775759820.8827844,0.6446498078031622,0.8957294033639652,0.4816237012495184,0
1775759821.3833108,0.6958838554759608,0.8651787924506513,0.40700001147774106,0
1775759821.8843467,0.7658639739321592,0.8734646017831414,0.42434056051783453,0
1775759822.385081,0.809220743671558,0.9349423980640327,0.40146412292289635,0
1775759822.885633,0.8459571214220418,0.8540011844563193,0.4055587565360924,0
1775759823.386099,0.8609327464321297,0.9286135141340932,0.39133090912170193,0
1775759823.8885517,0.9375916307932209,0.8753518319936088,0.4298244289014436,0
1775759824.3890438,0.9362248682943564,0.8369929812306317,0.34288359839664695,0
