timestamp,concentration,relaxation,fatigue,artifact
1775760018.140979,0.4611656175204921,0.8715617256464488,0.458868593289377,0
1775760018.6418653,0.5652529174783563,0.9058949348179471,0.4369522812437498,0
1775760019.142547,0.6365916943331825,0.8270183337209831,0.4823027058350161,1
1775760019.643306,0.6594143731814444,0.8838833787781759,0.43143455656612956,0
1775760020.144062,0.7565240843466002,0.9121219526216464,0.46676285452093774,0
1775760020.6447854,0.8118858802035194,0.8491671104452452,0.4507500521422123,0
1775760021.1456301,0.8254529155962671,0.863397709688601,0.41830305165826037,0
1775760021.6467319,0.8142527281420392,0.8588181139142348,0.4005188336532636,0
1775760022.1478114,0.850772431302349,0.8798609354435776,0.3654471567621086,0
1775760022.648487,0.8962421237609256,0.9097092811094657,0.3579987980438731,0
1775760023.1487293,0.8787301282141677,0.9080581078282063,0.3504000730654048,0
1775760023.6491797,0.9440936406185932,0.8622153191314166,0.3812416900042786,0
1775760024.1499078,0.9161420535380924,0.8426289649027754,0.35178136551909467,0
1775760024.6508973,0.850583842944562,0.7877080112197397,0.3740380039794644,0
1775760025.1512966,0.8043805459321022,0.7966483506075275,0.33584882900359825,0
1775760025.6520405,0.8078669738243349,0.7564878510291457,0.3452269673529566,0
1775760026.1531358,0.7687457765229617,0.7461582220318264,0.305685395501234,0
1775760026.6537964,0.7437960259327578,0.685773827327459,0.2819275964107398,0
1775760027.1550126,0.6754597819346542,0.6819613284131902,0.29341178884409286,0
1775760027.6556249,0.6445443859109407,0.6392392057028358,0.21952851067756907,0
1775760028.160882,0.5916321623243911,0.5680984348025251,0.24495759698256145,0
1775760028.661774,0.46066052718309,0.4982316418319694,0.25493756455518685,0
1775760029.1627667,0.44291268732751177,0.43339905654734023,0.20426476215228606,0
1775760029.6635838,0.3511940815874919,0.4731955304452184,0.21013322093300668,0
1775760030.1648822,0.3166087120017947,0.3608080675264405,0.19844268108225152,0
1775760030.6659174,0.31780403010820746,0.4040629256252376,0.1853048376862611,0
1775760031.166824,0.21287260742849487,0.3089837814029944,0.16487346244337536,0
1775760031.667296,0.18306970531471153,0.28209610616892444,0.17239605875588104,0
1775760032.168274,0.1781831434388895,0.22901929854929276,0.11129943035082115,0
1775760032.6684523,0.12247204805111661,0.26889163350995193,0.14184484890932844,0
1775760033.2223432,0.08735072137452324,0.16903978960788352,0.11256433321070757,0
1775760033.723086,0.11475611784920817,0.17293237009460205,0.08003536115369032,0
1775760034.223306,0.13172116535013764,0.19575491652345764,0.102016258260054,0
1775760034.723688,0.08177193924942774,0.1813188605606514,0.06024634191608256,0
1775760035.2246308,0.15846503421451286,0.07766136144200037,0.056401499561573226,0
